66,86,92,110,135,143,151,168,187,214,236,242,262,287,306,299,310,360,361,379,389,426,439,433,448,484,498,532,536,516,560,595,575,610,598,625,684,656,711,719,723,739,779,773,774,848,831,907,863,880,882,939,949,990,973,981,998,1062,1093,1028,1097,1119,1110,1136,1145,1194,1180,1207,1197,1245,1314,1256,1315,1357,1318,1405,1378,1380,1425,1501,1445,1430,1572,1473,1523,1524,1634,1559,1593,1580,1658,1631,1629,1659,1658,1706
53,61,71,86,98,108,119,137,148,160,179,185,218,207,222,239,241,279,283,282,314,322,334,372,413,375,418,433,447,442,455,469,522,509,498,569,531,585,645,664,609,604,633,607,718,676,726,716,704,799,784,763,721,829,817,813,823,850,885,858,917,842,928,977,943,965,992,1052,1080,973,976,1053,1080,1139,1087,1112,1080,1091,1125,1177,1249,1264,1193,1307,1234,1220,1261,1232,1203,1331,1298,1329,1353,1302,1349,1429
55,62,76,89,98,105,124,128,140,159,171,175,197,203,222,239,249,281,295,271,303,308,321,350,373,364,370,373,403,426,448,464,451,527,491,524,537,505,557,553,585,615,561,623,658,627,609,705,672,713,690,663,719,738,698,777,803,798,779,784,921,852,824,908,858,932,975,880,953,913,1233,994,1035,1005,1044,1062,1052,1132,1127,1185,1166,1157,1150,1207,1144,1165,1228,1194,1165,1247,1176,1294,1301,1293,1345,1299
58,69,80,100,120,132,134,144,167,178,193,213,243,231,270,331,298,304,333,303,359,399,382,400,409,423,465,463,466,500,531,559,549,589,602,609,582,651,642,688,703,689,762,708,736,749,752,781,818,818,856,899,899,916,901,926,956,886,972,1013,1031,1009,1011,1093,1097,1137,1088,1133,1172,1151,1176,1211,1259,1242,1212,1335,1277,1288,1288,1411,1394,1424,1381,1442,1473,1493,1511,1500,1569,1479,1510,1556,1675,1621,1602,1643
41,52,61,66,80,101,99,112,117,127,139,152,165,178,192,204,214,218,240,241,254,273,293,268,302,313,311,329,347,375,360,379,408,415,416,432,439,480,467,462,481,489,498,523,550,546,549,551,587,570,575,626,636,609,647,631,692,671,689,678,771,774,757,791,765,807,751,789,796,822,848,898,1037,910,922,922,867,920,972,975,1067,994,1088,1009,1089,976,1166,1146,1091,1044,1053,1190,1107,1124,1194,1206
38,59,56,61,70,87,87,102,103,122,126,137,151,165,171,170,177,204,209,220,244,259,262,247,267,266,274,311,306,335,321,351,397,402,400,399,397,411,459,464,432,453,481,465,487,494,536,522,531,558,554,572,573,625,659,595,640,631,652,630,743,709,692,682,716,751,723,762,765,734,768,817,826,849,803,845,900,864,893,972,923,862,858,897,891,995,942,984,949,978,1010,957,1104,1076,1080,1225
